,time,user_followers,Polarity,Subjectivity,BERT_SCORE,Vader_Comp,Vader_Pos,Vader_Neg,Vader_Neu,W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,W_BERT_Label,high,low,open,volumefrom,volumeto,close,Change,Change_Pct,Change_Cat
417,2022-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48054.67,47018.87,47128.71,27820.54,1324122254,47445.3,-388.89,-0.8196596923,-1
418,2022-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47690.62,46606.97,47445.3,24550.14,1158606189,47056.41,-1533.76,-3.259407167,-1
419,2022-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47599.87,45220.41,47056.41,29105.61,1350600519,45522.65,777.1,1.707062309,1
420,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46726.2,44256.66,45522.65,34247.82,1558891962,46299.75,-477.47,-1.031258268,-1
421,2022-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47208.84,45655.15,46299.75,16494.27,765849775,45822.28,591.98,1.291904288,1
422,2022-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47432.6,45565.57,45822.28,17415.21,809819360.9,46414.26,195.1,0.4203449543,1
423,2022-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46893.71,45136.03,46414.26,24886.34,1145480472,46609.36,-1107.78,-2.376732914,-1
424,2022-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47187.66,45382.83,46609.36,24206.2,1118296320,45501.58,-2323.8,-5.107075403,-1
425,2022-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45518.32,43129.76,45501.58,43268.81,1918395755,43177.78,288.43,0.668005627,1
426,2022-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43894.7,42766.45,43177.78,22801.41,989892880.8,43466.21,-1192.83,-2.744269629,-1
427,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43982.39,42123.42,43466.21,25455.2,1098738940,42273.38,495.23,1.171493739,1
428,2022-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42813.04,42136.04,42273.38,9050.96,384171498.9,42768.61,-614.84,-1.437596405,-1
429,2022-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43442.48,41921.59,42768.61,12859.53,549311405.4,42153.77,-2617.06,-6.20836523,-1
430,2022-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42422.86,39229.4,42153.77,34885.37,1423397891,39536.71,549.95,1.390985745,1
431,2022-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40673.93,39266.86,39536.71,27198.43,1087667636,40086.66,1063.67,2.653426352,1
432,2022-04-13,4007278,64.10862073,151.622503,421.0400934,85.8472,39.651,13.771,431.57,305019.322,47661.306,3654599.82,878758.1842,3552865.06,556957.7743,1181278.945,301564,41538.17,39591.74,40086.66,24390.05,990022174.3,41150.33,-1198.7,-2.912977855,-1
433,2022-04-14,5502638,90.10623107,242.6048325,653.7789063,118.219,61.229,24.947,667.817,379187.992,97622.648,5025834.733,978172.505,4899314.505,576277.2039,2179965.593,236673,41503.56,39587.14,41150.33,21473.52,870654332.3,39951.63,612.06,1.532002574,1
434,2022-04-15,14934993,166.4145976,377.5158335,954.3773606,212.5081,101.69,39.033,974.262,1239865.063,306413.958,13388678.96,3572237.92,13347903.71,2365775.146,6320304.51,1230022,40800.76,39779.2,39951.63,13944.94,561514975.8,40563.69,-171.14,-0.4219044175,-1
435,2022-04-16,8314241,209.2852922,400.3118306,975.4663675,279.3442,118.395,35.226,984.363,685605.847,521490.127,7107298.529,1320705.989,7125420.259,1371652.274,2524012.23,330627,40698.01,40019.08,40563.69,7771.05,313875941.1,40392.55,-704.39,-1.743861182,-1
436,2022-04-17,1325037,36.35800189,83.14369213,201.9330714,41.8396,20.986,8.366,203.648,145236.818,18055.284,1161751.767,335310.4513,1137831.003,279236.2823,611158.9048,130595,40602.63,39563.9,40392.55,9701.08,389893199.5,39688.16,1122.87,2.82923169,1
437,2022-04-18,17074817,204.8233217,522.063468,1277.602736,316.1668,143.925,49.024,1299.052,1946344.924,415080.053,14713859.25,6144159.143,14549168.45,3199141.072,6746638.77,538198,41096.46,38569.14,39688.16,27721.5,1101204134,40811.03,693.41,1.69907498,1
438,2022-04-19,17640737,188.4864709,471.0195927,1181.075038,259.063,127.549,49.579,1191.879,1293085.536,402652.532,15944959.67,2924625.434,15468125.97,1718834.686,6599375.577,992165,41755.93,40588.12,40811.03,18644.77,768239204.7,41504.44,-129.09,-0.3110269648,-1
439,2022-04-20,5990782,40.6059498,104.4404718,266.0405934,55.1205,28.681,11.093,274.225,530464.174,51402.273,5408908.121,2355410.087,4788434.032,945992.0598,2091970.788,-106219,42208.1,40919.04,41504.44,25834.31,1072814871,41375.35,-884.38,-2.137456239,-1
440,2022-04-21,18742175,120.4988291,299.8123153,744.9995544,156.1409,79.729,30.72,760.55,3400829.645,146920.488,15194664.05,11470539,15971569.99,6874217.022,7549434.639,3225600,42996.5,39864.73,41375.35,31792.3,1324052658,40490.97,-774.93,-1.913834122,-1
441,2022-04-22,6923110,141.8620581,365.7864458,899.3032569,191.3614,95.528,37.243,917.23,619453.974,162857.245,6140699.668,1332304.928,6089348.748,688312.499,2312250.222,-99820,40794.73,39190.22,40490.97,28863.91,1154693915,39716.04,-270.07,-0.6800023366,-1
442,2022-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39988.54,39305.67,39716.04,11481.51,455659637.8,39445.97,20.29,0.05143744722,1
443,2022-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39943.44,39044.29,39445.97,12668.56,501272140.4,39466.26,971.26,2.460988196,1
444,2022-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40590.8,38234.7,39466.26,38636.23,1514243711,40437.52,-2320.13,-5.737567487,-1
445,2022-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40797.85,37726.59,40437.52,38188.24,1492483889,38117.39,1134.65,2.976725321,1
446,2022-04-27,602389,5.781982323,18.11162157,48.54241985,7.6592,4.009,2.253,50.738,45592.028,23002.454,533794.495,98374.9864,547065.6643,109248.4503,270499.0816,-34010,39465.62,37900.6,38117.39,34510.32,1341340920,39252.04,497.71,1.267985052,1
447,2022-04-28,4692407,90.3971198,242.5362289,618.8514701,154.8324,60.401,17.489,648.113,468385.71,98076.695,4126053.462,1259681.268,4078718.566,815749.3162,1741916.273,248988,40386.5,38892.1,39252.04,29981.12,1188927764,39749.75,-1155.53,-2.907011994,-1
448,2022-04-29,3747551,95.66270162,218.9111671,569.5490424,134.2237,57.008,18.678,587.317,375123.539,88972.849,3283476.956,1041435.193,3258874.922,657643.7356,1373520.392,155899,39922.6,38179.15,39749.75,24745.92,964020058.2,38594.22,-944.09,-2.446195311,-1
449,2022-04-30,15145986,154.1556999,370.7280664,877.4105607,206.2633,100.036,38.031,891.942,1747960.1,967721.886,12430231.18,2594795.129,12106907.86,-114276.9005,7799460.42,1268311,38788.01,37607.77,38594.22,13696.14,525291276.3,37650.13,830.4,2.205570074,1
450,2022-05-01,13032234,188.9874689,479.3626033,1093.155803,286.8043,127.184,45.789,1112.022,1012380.386,360696.103,11659336.57,2739012.311,11447058.76,1690812.183,4492272.674,505315,38668,37461.76,37650.13,17299.6,659030267.8,38480.53,32.48,0.08440632185,1
451,2022-05-02,14470654,134.5432277,326.2046136,848.9360825,235.3868,98.648,30.145,874.199,701698.609,332217.112,13437090.02,1652504.988,12232277.04,1122441.271,4283617.049,-1328084,39155.96,38057.31,38480.53,29810.45,1152557749,38513.01,-787.63,-2.045101123,-1
452,2022-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38644.5,37519.23,38513.01,28729.95,1095654278,37725.38,1954.83,5.181737069,1
453,2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40004.37,37665.8,37725.38,36519.07,1426469839,39680.21,-3133.35,-7.896505588,-1
454,2022-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39831.19,35616.74,39680.21,51315.2,1920976839,36546.86,-536.97,-1.469264391,-1
455,2022-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36654.02,35318.86,36546.86,46629.65,1682230363,36009.89,-540.68,-1.5014764,-1
456,2022-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36129.02,34837.06,36009.89,20043,713980597,35469.21,-1435.44,-4.04700302,-1
457,2022-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35503.12,33732.4,35469.21,41023.3,1413921300,34033.77,-3956.87,-11.62630528,-1
458,2022-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34229.57,30068.1,34033.77,108479.24,3472851116,30076.9,936.22,3.112754306,1
459,2022-05-10,2451133,46.25651987,133.1363864,329.914551,58.7818,35.811,17.775,334.425,213580.252,111242.828,2126379.948,335635.5481,2053084.448,179886.8037,849728.0674,-70886,32625.41,29836.19,30076.9,103840.6,3244062170,31013.12,-1995.91,-6.435695602,-1
460,2022-05-11,5975949,53.43150293,189.7229611,460.6282508,69.0102,50.322,28.182,462.507,515649.137,295646.789,5164710.558,301932.0863,5060338.194,963664.049,2321935.811,-391050,32136.04,28087.41,31013.12,131586.22,3967102739,29017.21,-101.49,-0.349757954,-1
461,2022-05-12,16706513,120.8987247,442.1410032,1125.12862,157.0376,112.716,61.681,1151.598,1919080.197,714145.589,14073351.15,3219782.139,12861325.5,2119755.581,6146205.205,-1177081,30085.67,25835.61,29017.21,160835.32,4501368166,28915.72,329.11,1.138169826,1
462,2022-05-13,13414321,137.6309071,396.7133889,993.5251516,199.6612,107.652,47.938,1016.417,1211358.398,431925.636,11770981.4,3817447.315,11166219.52,2224223.151,4911829.623,1386052,30964.26,28700.17,28915.72,64448.46,1942170683,29244.83,805.48,2.7542646,1
463,2022-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30274.18,28588.99,29244.83,28759.56,845013800.6,30050.31,1245.8,4.145714304,1
464,2022-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31406.35,29462.91,30050.31,26775.5,810199953.2,31296.11,-1457.61,-4.657479795,-1
465,2022-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31296.19,29104.45,31296.11,41520.45,1242326194,29838.5,577.41,1.935117382,1
466,2022-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30744.47,29434.76,29838.5,33082.29,1000070391,30415.91,-1748.62,-5.749030688,-1
467,2022-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30673.66,28610.2,30415.91,44949.69,1322816665,28667.29,1615.19,5.634261209,1
468,2022-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30505,28653.17,28667.29,48991.36,1453211640,30282.48,-1116.33,-3.686388962,-1
469,2022-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30725.44,28698.31,30282.48,57051.25,1692088244,29166.15,244.57,0.8385405684,1
470,2022-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29613.15,28924.28,29166.15,15780.21,462392582.2,29410.72,853.57,2.902241088,1
471,2022-05-22,8721760,107.1005971,226.9812645,551.8656968,132.9686,65.444,19.131,554.431,1055693.814,269477.763,7397589.899,2509143,6939786.307,1453894.951,2938545.475,1604270,30454.36,29219.51,29410.72,21390.13,639923811.6,30264.29,-1188.61,-3.927433949,-1
472,2022-05-23,1140958,15.9559369,42.46099988,104.0057149,29.0622,13.159,4.911,106.929,188670.502,22154.211,930106.126,559693.5473,814525.384,337504.1082,505448.75,-17079,30634.84,28861.27,30264.29,38286.66,1147137211,29075.68,554.37,1.906645004,1
473,2022-05-24,4927019,70.86570211,181.0595759,479.5898242,91.1413,50.238,21.699,489.059,513933.193,162988.877,4250066.305,1118889.107,4129805.534,840316.2353,1995331.62,-41394,29800.48,28629.55,29075.68,28263.22,826118559.9,29630.05,-121.78,-0.4110016689,-1
474,2022-05-25,2967489,51.8529412,138.2520926,355.0329074,70.0011,39.771,17.672,360.553,270442.999,165127.316,2531909.31,379094.0579,2495726.679,438190.818,1056112.811,-103186,30189.17,29321.43,29630.05,26906.19,800315804.1,29508.27,-319.56,-1.082950644,-1
475,2022-05-26,15774595,70.57503812,195.3859576,524.5898005,90.1796,50.135,24.594,536.269,788667.717,2270717.219,12715201.43,-1012831.749,14068067.97,1549626.601,3469533.639,-210410,29848.6,28060.72,29508.27,45080.31,1314694988,29188.71,-591.38,-2.026057335,-1
476,2022-05-27,6716941,41.81895387,130.9451553,345.4521457,70.6286,37.06,14.833,354.102,892225.846,466520.448,5357030.316,1300047.078,5628837.156,961659.0984,2873641.642,-2143540,29359.16,28251.91,29188.71,36570.36,1054644721,28597.33,416.2,1.455380625,1
477,2022-05-28,873333,20.62079082,48.67910654,132.6630083,20.6555,12.409,7.319,135.272,33880.629,16047.482,823407.413,62085.1379,774515.4413,89924.48316,440941.4233,54165,29234.85,28504.59,28597.33,12661.88,365397751.8,29013.53,438.7,1.51205317,1
478,2022-05-29,3815686,67.04836426,179.4910429,463.0226823,79.5192,50.391,23.632,464.981,390621.274,74231.235,3350832.526,940493.8089,3279062.182,690306.0041,1151837.33,1056969,29548.72,28820.15,29013.53,12840.42,374906552.3,29452.23,2264.18,7.687635198,1
479,2022-05-30,3529004,55.29704984,162.7718033,480.6788887,100.3272,42.432,14.621,495.936,197646.409,44059.383,3287293.056,546991.6086,3178092.027,507113.1132,1262557.641,-4456,32161.5,29287.63,29452.23,46295.9,1426112899,31716.41,65.75,0.2073059341,1
480,2022-05-31,3804922,53.52189701,143.8553448,445.6755404,93.7512,45.662,16.233,455.111,364656.27,107571.63,3332644.025,902449.7883,3249717.03,641927.6378,1036157.559,98326,32367.02,31203.31,31716.41,32446.48,1028808882,31782.16,-1992.58,-6.269492067,-1
481,2022-06-01,4247904,70.34122829,205.7513275,572.8921808,113.9488,58.418,22.626,582.956,257858.226,133442.899,3856409.204,438562.5133,3697845.715,301217.6709,916437.7277,16729,31956.43,29324.1,31782.16,43767.18,1343136773,29789.58,650.05,2.182138855,1
482,2022-06-02,4014056,35.48867244,96.72823214,256.8443554,61.4424,28.814,11.986,260.2,196887.124,119966.532,3697153.682,397909.4195,3449430.897,61801.28097,800562.7522,-283966,30647.18,29574.16,29789.58,31049.7,932339972.8,30439.63,-759.33,-2.494544119,-1
483,2022-06-03,14237963,105.7669694,272.7057895,717.35622,145.883,78.159,33.244,732.595,1094909.937,424547.89,12718710.97,3027420.343,11913581.32,1869690.108,5208997.812,-497810,30676.7,29249.37,30439.63,24607.85,734000142.9,29680.3,165.18,0.5565307628,1
484,2022-06-04,792380,24.28543561,55.50001984,146.2983844,28.8095,16.36,7.081,146.562,186830.793,26510.223,579067.251,231035.6042,702724.4838,67829.90432,158097.2784,33015,29953.65,29466.57,29680.3,10446.72,310298122.4,29845.48,52.42,0.1756379861,1
485,2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30151.31,29516.97,29845.48,10423.68,311392830.2,29897.9,1455.88,4.869505885,1
486,2022-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31740.27,29876.22,29897.9,34484.33,1076503584,31353.78,-242.03,-0.7719324432,-1
487,2022-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31551.28,29210.15,31353.78,44308.05,1340573594,31111.75,-922.48,-2.965053396,-1
488,2022-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31305.48,29839.64,31111.75,27741.65,844411303.8,30189.27,-106.33,-0.3522112327,-1
489,2022-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30677.87,29924.47,30189.27,20555.57,620735850.9,30082.94,-1015.56,-3.375866853,-1
490,2022-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30336.9,28839.92,30082.94,38461.6,1133049950,29067.38,-677.89,-2.332133133,-1
491,2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29414.37,28105.18,29067.38,24313.37,696986226.3,28389.49,-1802.14,-6.347912555,-1
492,2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28519.32,26570.67,28389.49,38522.37,1060464718,26587.35,-4115.76,-15.48014375,-1
493,2022-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26871.6,21976.15,26587.35,169741.38,4089411013,22471.59,-353.22,-1.571851391,-1
494,2022-06-14,2700864,51.73801954,164.9606279,436.7126518,76.8002,43.366,19.708,443.929,215145.992,114084.075,2371637.846,348121.3522,2274890.776,141136.2998,1051514.659,-488102,23214.28,20837.64,22471.59,93509.58,2063908671,22118.37,448.36,2.027093317,1
495,2022-06-15,19618491,153.3691415,537.7086175,1417.893761,204.0288,138.261,75.335,1452.398,1717823.935,1757009.709,16143611.3,319903.6056,16022493.43,1498955.447,5638916.667,-4548313,22743.84,20083.9,22118.37,118629.55,2516136880,22566.73,-2193.88,-9.721745242,-1
496,2022-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22961.17,20209.17,22566.73,62443.29,1326876815,20372.85,59.41,0.2916135936,1
497,2022-06-17,2667657,28.05237192,147.2671289,428.6525957,62.2596,34.749,20.38,441.865,225642.785,139505.98,2302490.446,383879.2601,2225764.365,83539.32584,501230.7401,15798,21330.5,20221.24,20372.85,63610.58,1312456706,20432.26,-1478.01,-7.233707872,-1
498,2022-06-18,5999737,77.20783802,290.0594737,829.950947,110.4847,73.094,43.327,855.563,786680.15,177341.932,5035893.048,2040899.454,5132117.208,1314940.582,1947744.712,-134764,20722.69,17600.75,20432.26,100138.03,1898530847,18954.25,1599.23,8.437316169,1
499,2022-06-19,1925778,26.32140091,119.6671426,338.5666076,34.6017,28.193,20.364,350.445,236000.871,77635.056,1612126.582,399880.3725,1668021.608,76209.44563,409318.2001,8948,20776.87,17936,18954.25,61181.89,1190970310,20553.48,-2.57,-0.01250396527,-1
500,2022-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21016.02,19616.32,20553.48,48976.59,995940744.8,20550.91,148.3,0.7216225462,1
501,2022-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21694.7,20339.03,20550.91,45262.22,954292227.7,20699.21,-743.05,-3.589750527,-1
502,2022-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20862.67,19756.23,20699.21,50640.15,1027725806,19956.16,1142.25,5.723796562,1
503,2022-06-23,13322095,75.40381968,250.2795826,721.9742293,104.0475,61.259,37.589,738.145,540857.575,621377.634,12159754.02,370372.3433,11109594.66,562168.1757,3593583.676,2576731,21195.95,19870.07,19956.16,40647.06,836636021.3,21098.41,121.05,0.5737399169,1
504,2022-06-24,744235,12.72031693,49.25118766,147.0432734,21.9315,12.168,8.541,148.295,77634.928,35244.888,631369.633,154800.1631,634544.5129,48622.40914,201593.8872,39121,21528.86,20717.47,21098.41,40303.85,850728330.9,21219.46,254.73,1.200454677,1
505,2022-06-25,4865148,80.931494,210.7852131,626.7315638,119.5889,63.248,30.523,638.227,383462.673,202934.282,4278107.676,532756.4182,4168244.251,435715.2953,1269979.324,-206487,21587.06,20902.05,21219.46,21604.15,459148971.1,21474.19,-442.34,-2.059868149,-1
506,2022-06-26,9270386,102.6928736,264.7727338,762.3638722,140.6075,80.371,39.41,771.219,1047148.839,457201.57,7766001.741,1881362.396,8044853.166,280971.4278,4280561.166,-25224,21855.84,20968.82,21474.19,20812.53,445023789.8,21031.85,-313.69,-1.491499797,-1
507,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21505.42,20553.32,21031.85,30683.89,643546203.1,20718.16,-466.2,-2.250199825,-1
508,2022-06-28,1401794,19.04848082,68.84780333,218.5171307,36.5626,18.308,9.113,225.577,129360.125,42752.422,1229733.498,429731.2421,1233703.649,121071.7464,450423.3244,441406,21184.16,20179.52,20718.16,32936.56,680727935.7,20251.96,-157.8,-0.779183842,-1
509,2022-06-29,8599795,98.94018163,296.3279498,855.938073,148.0214,78.834,39.854,874.318,746845.291,149580.25,7703242.651,2491473.222,7551657.917,1290471.651,2432822.953,322424,20402.7,19844.86,20251.96,37366.3,751143299,20094.16,-185.67,-0.9239998089,-1
510,2022-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20138.96,18622.86,20094.16,56316.14,1084138608,19908.49,-659.16,-3.310949248,-1
511,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20817.65,18952.12,19908.49,62287.55,1220917104,19249.33,-23.67,-0.1229653188,-1
512,2022-07-02,1873315,26.62039261,60.82050779,186.9893193,36.3414,18.454,7.99,193.558,55395.269,30906.238,1787076.233,97990.7661,1657404.375,64349.49654,156418.9135,69613,19419.25,18965.44,19249.33,20447.36,393018265.8,19225.66,68.55,0.3565547295,1
513,2022-07-03,3569044,47.54873202,137.2204269,374.2935612,83.3661,43.177,14.619,376.204,286828.294,178693.427,3103514.588,340658.8157,3041110.349,298943.9126,1065177.618,-447795,19617.18,18768.2,19225.66,22431.91,430213883.5,19294.21,918.6,4.761013796,1
514,2022-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20313.34,19036.44,19294.21,31698.75,623812499.2,20212.81,-54.12,-0.2677509955,-1
515,2022-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20725.51,19284.32,20212.81,46669.86,931653558.4,20158.69,386.35,1.916543188,1
516,2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20637.99,19749.93,20158.69,39337.75,794040793.3,20545.04,1066.76,5.192299455,1
517,2022-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21840.22,20242.62,20545.04,50417.79,1059807102,21611.8,-19.15,-0.08860900064,-1
518,2022-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22377.17,21183.19,21611.8,56687.83,1233183200,21592.65,-10.48,-0.04853503391,-1
519,2022-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21942.8,21328.96,21592.65,21058.31,455218724.8,21582.17,-735.64,-3.408554376,-1
520,2022-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21591.09,20671.26,21582.17,23037.78,485593616,20846.53,-902.28,-4.328202344,-1
521,2022-07-11,944172,14.22619408,51.00431097,170.7378721,24.1562,11.596,4.639,177.763,61783.654,35168.948,847198.268,102374.802,815197.4203,32561.44823,213006.0275,79156,20852.04,19872.03,20846.53,37062.98,756481179.5,19944.25,-634.54,-3.181568623,-1
522,2022-07-12,5556941,47.61192992,157.998897,504.178788,92.9687,44.331,17.104,517.562,257975.691,86499.343,5212564.425,551171.05,4820794.523,274889.9826,745091.4167,245654,20036.49,19230.29,19944.25,44319.07,873486517.4,19309.71,921.1,4.770138961,1
523,2022-07-13,11420143,85.61553047,264.8376873,800.3212644,119.5856,67.093,34.179,838.731,738853.214,881765.675,9799652.5,1387343.914,8499508.629,260732.1956,4161119.732,-367792,20274.83,18919.1,19309.71,60187.72,1176644138,20230.81,346.57,1.713080198,1
524,2022-07-14,11303501,121.5175554,325.2158534,890.7141118,182.4707,94.736,40.66,909.594,1084978.171,397792.399,9820449.9,2374032.886,9659403.347,1227002.17,3127955.246,855040,20869.51,19620.06,20230.81,50524.15,1021414563,20577.38,249.89,1.214391725,1
525,2022-07-15,11579952,108.4452113,270.5896312,798.7749848,156.9393,78.631,32.529,833.845,1604510.922,400121.464,9576289.024,3475920.527,9023992.807,2713017.967,3772643.24,1137833,21185.15,20373.45,20577.38,35888.21,747216252.4,20827.27,371.74,1.784871469,1
526,2022-07-16,8132098,87.22654094,237.7508904,718.3376803,140.5307,70.509,25.519,737.965,643087.929,112824.741,7376209.597,1786995.693,7168573.301,600272.0059,1677418.85,148819,21574.75,20481.02,20827.27,27875.55,586102523.5,21199.01,-406.2,-1.916127215,-1
527,2022-07-17,2990476,40.44096254,123.2884432,349.441589,53.5573,28.646,13.763,361.595,120767.759,132517.894,2737066.524,-8238.0378,2567233.875,145265.5128,629300.189,-206898,21658.47,20752.85,21199.01,25674.37,544609266,20792.81,-20792.81,-100,-1
